IR,RED
65033.0,68421.0
65066.0,68446.0
65027.0,68404.0
65024.0,68471.0
65007.0,68456.0
65015.0,68467.0
65001.0,68430.0
65017.0,68490.0
65028.0,68472.0
65066.0,68472.0
65040.0,68476.0
65067.0,68495.0
65041.0,68520.0
65035.0,68492.0
65035.0,68492.0
64777.0,68390.0
64796.0,68483.0
64784.0,68448.0
64777.0,68443.0
64779.0,68436.0
64754.0,68415.0
64773.0,68415.0
64802.0,68417.0
64794.0,68417.0
64777.0,68390.0
64783.0,68403.0
64787.0,68435.0
64774.0,68407.0
64764.0,68397.0
64757.0,68392.0
64771.0,68378.0
64745.0,68364.0
64758.0,68369.0
64771.0,68355.0
64775.0,68333.0
64757.0,68399.0
64758.0,68394.0
64758.0,68374.0
64743.0,68368.0
64723.0,68346.0
64734.0,68356.0
64765.0,68337.0
64745.0,68326.0
64755.0,68327.0
64750.0,68356.0
64746.0,68375.0
64740.0,68360.0
64733.0,68342.0
64704.0,68345.0
64714.0,68346.0
64754.0,68336.0
64775.0,68322.0
64753.0,68331.0
64771.0,68389.0
64758.0,68384.0
64742.0,68387.0
64754.0,68369.0
64733.0,68372.0
64741.0,68358.0
64757.0,68372.0
64791.0,68352.0
64789.0,68349.0
64787.0,68356.0
64776.0,68360.0
64767.0,68393.0
64759.0,68407.0
64760.0,68422.0
64748.0,68400.0
64772.0,68379.0
64777.0,68372.0
64773.0,68399.0
64784.0,68387.0
64808.0,68379.0
64786.0,68385.0
64806.0,68405.0
64812.0,68437.0
64805.0,68426.0
64790.0,68431.0
64772.0,68432.0
64776.0,68429.0
64791.0,68428.0
64776.0,68429.0
64782.0,68431.0
64776.0,68438.0
64775.0,68425.0
64798.0,68423.0
64824.0,68413.0
64800.0,68464.0
64811.0,68500.0
64797.0,68467.0
64790.0,68462.0
64779.0,68464.0
64771.0,68468.0
64780.0,68439.0
64813.0,68434.0
64818.0,68440.0
64816.0,68446.0
64808.0,68486.0
64814.0,68491.0
64773.0,68454.0
64782.0,68455.0
64788.0,68480.0
64791.0,68443.0
64834.0,68443.0
64809.0,68424.0
64803.0,68424.0
64823.0,68457.0
64803.0,68444.0
64810.0,68489.0
64803.0,68485.0
64790.0,68464.0
64782.0,68466.0
64771.0,68472.0
64763.0,68468.0
64783.0,68463.0
64824.0,68443.0
64817.0,68444.0
64805.0,68469.0
64787.0,68462.0
64823.0,68464.0
64788.0,68477.0
64806.0,68475.0
64772.0,68467.0
64782.0,68467.0
64777.0,68474.0
64793.0,68436.0
64823.0,68440.0
64814.0,68445.0
64796.0,68406.0
64808.0,68472.0
64793.0,68477.0
64788.0,68464.0
64782.0,68469.0
64787.0,68451.0
64766.0,68457.0
64786.0,68440.0
64776.0,68442.0
64786.0,68430.0
64804.0,68431.0
64796.0,68414.0
64791.0,68444.0
64785.0,68437.0
64790.0,68458.0
64777.0,68429.0
64780.0,68461.0
64777.0,68444.0
64781.0,68455.0
64783.0,68461.0
64763.0,68431.0
64804.0,68462.0
64794.0,68433.0
64790.0,68439.0
64774.0,68485.0
64806.0,68490.0
64781.0,68472.0
64786.0,68455.0
64760.0,68459.0
64791.0,68455.0
64820.0,68454.0
64822.0,68446.0
64805.0,68464.0
64809.0,68477.0
64808.0,68492.0
64794.0,68481.0
64774.0,68484.0
64779.0,68481.0
64798.0,68481.0
64815.0,68467.0
64855.0,68451.0
64816.0,68484.0
64823.0,68508.0
64811.0,68529.0
64821.0,68526.0
64825.0,68515.0
64800.0,68521.0
64800.0,68523.0
64799.0,68514.0
64808.0,68523.0
64807.0,68516.0
64850.0,68516.0
64840.0,68519.0
64816.0,68552.0
64827.0,68565.0
64817.0,68549.0
64810.0,68570.0
64823.0,68558.0
64820.0,68551.0
64819.0,68551.0
64849.0,68559.0
64839.0,68553.0
64843.0,68538.0
64836.0,68553.0
64862.0,68570.0
64837.0,68595.0
64849.0,68589.0
64824.0,68585.0
64823.0,68601.0
64835.0,68603.0
64846.0,68589.0
64853.0,68592.0
64851.0,68566.0
64854.0,68615.0
64861.0,68590.0
64861.0,68632.0
64857.0,68649.0
64871.0,68644.0
64859.0,68639.0
64833.0,68662.0
64833.0,68648.0
64836.0,68641.0
64845.0,68643.0
64882.0,68639.0
64889.0,68664.0
64880.0,68652.0
64883.0,68653.0
64867.0,68700.0
64897.0,68688.0
64892.0,68678.0
64864.0,68684.0
64859.0,68674.0
64855.0,68672.0
64873.0,68687.0
64912.0,68654.0
64895.0,68659.0
64912.0,68709.0
64885.0,68698.0
64877.0,68714.0
64881.0,68693.0
64909.0,68697.0
64911.0,68699.0
64914.0,68692.0
64907.0,68701.0
64898.0,68721.0
64885.0,68756.0
64901.0,68729.0
64894.0,68739.0
64864.0,68733.0
64903.0,68755.0
64890.0,68726.0
64920.0,68718.0
64937.0,68718.0
64915.0,68720.0
64922.0,68735.0
64917.0,68775.0
64902.0,68763.0
64906.0,68778.0
64915.0,68763.0
64889.0,68745.0
64906.0,68762.0
64898.0,68744.0
64942.0,68730.0
64913.0,68737.0
64921.0,68741.0
64918.0,68775.0
64896.0,68764.0
64899.0,68778.0
64881.0,68758.0
64887.0,68780.0
64911.0,68766.0
64914.0,68751.0
64948.0,68768.0
64922.0,68803.0
64927.0,68791.0
64902.0,68764.0
64909.0,68770.0
64891.0,68764.0
64906.0,68772.0
64928.0,68763.0
64919.0,68742.0
64929.0,68761.0
64916.0,68814.0
64898.0,68812.0
64904.0,68810.0
64915.0,68800.0
64905.0,68804.0
64902.0,68797.0
64886.0,68789.0
64939.0,68784.0
64941.0,68774.0
64926.0,68817.0
64924.0,68786.0
64913.0,68800.0
64942.0,68831.0
64925.0,68817.0
64912.0,68827.0
64921.0,68802.0
64922.0,68826.0
64961.0,68805.0
64936.0,68806.0
64942.0,68828.0
64931.0,68831.0
64955.0,68866.0
64948.0,68847.0
64940.0,68846.0
64952.0,68858.0
64930.0,68845.0
64921.0,68822.0
64935.0,68840.0
64987.0,68827.0
64969.0,68831.0
64946.0,68880.0
64972.0,68880.0
64931.0,68863.0
64938.0,68876.0
64933.0,68862.0
64947.0,68846.0
64933.0,68856.0
64961.0,68858.0
64978.0,68865.0
64957.0,68859.0
64970.0,68885.0
64941.0,68877.0
64941.0,68875.0
64931.0,68880.0
64951.0,68869.0
64945.0,68857.0
64982.0,68832.0
64966.0,68839.0
64946.0,68858.0
64935.0,68899.0
64913.0,68849.0
64924.0,68843.0
64907.0,68852.0
64892.0,68832.0
64914.0,68829.0
64933.0,68817.0
64922.0,68812.0
64910.0,68820.0
64933.0,68850.0
64915.0,68798.0
64893.0,68783.0
64886.0,68783.0
64890.0,68787.0
64878.0,68757.0
64933.0,68737.0
64897.0,68730.0
64896.0,68765.0
64881.0,68741.0
64875.0,68733.0
64849.0,68724.0
64876.0,68698.0
64892.0,68690.0
64908.0,68670.0
64873.0,68675.0
64869.0,68680.0
64851.0,68684.0
64835.0,68674.0
64830.0,68668.0
64821.0,68646.0
64845.0,68630.0
64853.0,68606.0
64845.0,68624.0
64839.0,68632.0
64815.0,68620.0
64825.0,68611.0
64796.0,68606.0
64814.0,68593.0
64816.0,68571.0
64846.0,68583.0
64831.0,68585.0
64831.0,68585.0
64827.0,68491.0
64817.0,68455.0
64844.0,68477.0
64828.0,68480.0
64848.0,68480.0
64892.0,68460.0
64862.0,68477.0
64862.0,68477.0
64840.0,68472.0
64827.0,68491.0
64817.0,68455.0
64844.0,68477.0
64828.0,68480.0
64848.0,68480.0
64892.0,68460.0
64862.0,68477.0
64861.0,68462.0
64840.0,68472.0
64827.0,68491.0
64817.0,68455.0
64844.0,68477.0
64828.0,68480.0
64848.0,68480.0
64892.0,68460.0
64862.0,68477.0
64861.0,68462.0
64858.0,68502.0
64849.0,68503.0
64843.0,68502.0
64850.0,68514.0
64841.0,68521.0
64845.0,68509.0
64854.0,68509.0
64851.0,68497.0
64820.0,68504.0
64841.0,68508.0
64836.0,68532.0
64865.0,68502.0
64871.0,68490.0
64868.0,68485.0
64860.0,68504.0
64882.0,68519.0
64866.0,68541.0
64864.0,68527.0
64864.0,68571.0
64879.0,68554.0
64871.0,68521.0
64863.0,68511.0
64879.0,68507.0
64880.0,68515.0
64878.0,68516.0
64901.0,68526.0
64899.0,68510.0
64889.0,68528.0
64899.0,68528.0
64893.0,68553.0
64886.0,68565.0
64891.0,68588.0
64896.0,68580.0
64890.0,68561.0
64875.0,68573.0
64889.0,68573.0
64867.0,68560.0
64881.0,68571.0
64892.0,68571.0
64887.0,68555.0
64907.0,68576.0
64925.0,68563.0
64893.0,68567.0
64901.0,68583.0
64921.0,68597.0
64885.0,68582.0
64880.0,68610.0
64887.0,68619.0
64879.0,68620.0
64900.0,68597.0
64892.0,68603.0
64914.0,68584.0
64891.0,68598.0
64899.0,68636.0
64914.0,68639.0
64900.0,68615.0
64899.0,68633.0
64892.0,68624.0
64900.0,68625.0
64883.0,68593.0
64883.0,68597.0
64912.0,68577.0
64941.0,68577.0
64915.0,68578.0
64895.0,68595.0
64900.0,68588.0
64901.0,68599.0
64875.0,68584.0
64876.0,68578.0
64866.0,68539.0
64850.0,68541.0
64840.0,68519.0
64858.0,68525.0
64856.0,68479.0
64873.0,68475.0
64874.0,68458.0
64841.0,68447.0
64832.0,68471.0
64824.0,68464.0
64829.0,68438.0
64832.0,68424.0
64806.0,68395.0
64784.0,68403.0
64791.0,68385.0
64794.0,68365.0
64809.0,68335.0
64770.0,68332.0
64776.0,68292.0
64769.0,68309.0
64789.0,68263.0
64786.0,68243.0
64763.0,68243.0
64761.0,68228.0
64742.0,68244.0
64742.0,68243.0
64733.0,68243.0
64737.0,68194.0
64723.0,68205.0
64726.0,68189.0
64700.0,68169.0
64719.0,68151.0
64745.0,68127.0
64733.0,68103.0
64708.0,68115.0
64719.0,68121.0
64700.0,68129.0
64703.0,68130.0
64686.0,68128.0
64687.0,68099.0
64672.0,68079.0
64662.0,68071.0
64659.0,68075.0
64683.0,68054.0
64691.0,68058.0
64699.0,68029.0
64684.0,68065.0
64686.0,68061.0
64678.0,68083.0
64682.0,68067.0
64689.0,68061.0
64670.0,68081.0
64671.0,68055.0
64683.0,68043.0
64677.0,68043.0
64645.0,68045.0
64669.0,68038.0
64676.0,68037.0
64667.0,68039.0
64693.0,68037.0
64671.0,68024.0
64697.0,68027.0
64686.0,68050.0
64677.0,68076.0
64675.0,68055.0
64690.0,68054.0
64682.0,68052.0
64689.0,68083.0
64658.0,68050.0
64676.0,68055.0
64669.0,68037.0
64681.0,68046.0
64715.0,68034.0
64695.0,68045.0
64677.0,68032.0
64705.0,68059.0
64677.0,68055.0
64692.0,68056.0
64679.0,68059.0
64659.0,68033.0
64678.0,68049.0
64672.0,68041.0
64693.0,68033.0
64691.0,68029.0
64710.0,68046.0
64719.0,68028.0
64711.0,68013.0
64679.0,68050.0
64694.0,68066.0
64707.0,68073.0
64682.0,68069.0
64695.0,68089.0
64690.0,68085.0
64690.0,68076.0
64682.0,68082.0
64676.0,68083.0
64688.0,68053.0
64692.0,68070.0
64680.0,68073.0
64685.0,68075.0
64704.0,68079.0
64692.0,68075.0
64736.0,68067.0
64721.0,68088.0
64715.0,68104.0
64720.0,68114.0
64697.0,68099.0
64698.0,68113.0
64715.0,68107.0
